Artist,Nacionality,Gender,BirthYear,DeathYear,TotalArtwork,Categories
Jesper Just,Danish,Male,1974,-1,2,"{""Film"": 1, ""Media and Performance Art"": 1}"
Werner Schroeter,German,Male,1945,-1,1,"{""Film"": 1}"
Klaus Wyborny,Austrian,Male,1945,-1,1,"{""Film"": 1}"
Storm de Hirsch,American,Female,1912,2000,2,"{""Film"": 2}"
David Cronenberg,Canadian,Male,1943,-1,1,"{""Film"": 1}"
Jon Favreau,American,Male,1966,-1,1,"{""Film"": 1}"
Gregory Hoblit,American,Male,1944,-1,1,"{""Film"": 1}"
Wil Shriner,American,Male,1953,-1,1,"{""Film"": 1}"
Bob Dolman,Canadian,Male,1949,-1,1,"{""Film"": 1}"
Menno Meyjes,Dutch,Male,1954,-1,1,"{""Film"": 1}"
Terrence Malick,American,Male,1943,-1,1,"{""Film"": 1}"
David Dobkin,American,Male,1969,-1,1,"{""Film"": 1}"
Todd Field,American,Male,1964,-1,1,"{""Film"": 1}"
Chris Weitz,American,Male,1969,-1,1,"{""Film"": 1}"
Adam Shankman,American,Male,1964,-1,1,"{""Film"": 1}"
Peter Jackson,New Zealander,Male,1961,-1,6,"{""Film"": 6}"
Silvie Defraoui,Swiss,Male,1935,-1,1,"{""Prints & Illustrated Books"": 1}"
Didier Rittener,Swiss,Male,1969,-1,1,"{""Prints & Illustrated Books"": 1}"
R. H. Quaytman,American,Female,1961,-1,12,"{""Painting & Sculpture"": 7, ""Prints & Illustrated Books"": 5}"
Ericka Beckman,American,Female,1951,-1,1,"{""Film"": 1}"
Otto von Kursell,German,Male,1884,1967,1,"{""Architecture & Design"": 1}"
William Pope.L,American,Male,1955,-1,9,"{""Media and Performance Art"": 1, ""Drawings"": 1, ""Prints & Illustrated Books"": 7}"
Doug Liman,American,Male,1965,-1,1,"{""Film"": 1}"
Frank Shepard Fairey,American,Male,1970,-1,1,"{""Prints & Illustrated Books"": 1}"
Paul Nadar,French,Male,1856,1939,1,"{""Photography"": 1}"
Martín Ramírez,Mexican,Male,1895,1963,2,"{""Drawings"": 2}"
Laurel Nakadate,American,Female,1975,-1,6,"{""Media and Performance Art"": 1, ""Film"": 1, ""Photography"": 4}"
Julien Vallou de Villeneuve,French,Male,1795,1866,2,"{""Photography"": 2}"
David Musgrave,British,Male,1973,-1,7,"{""Prints & Illustrated Books"": 7}"
Thurston Moore,American,Male,1958,-1,1,"{""Prints & Illustrated Books"": 1}"
Eduardo Costa,Argentine,Male,1940,-1,3,"{""Painting & Sculpture"": 2, ""Media and Performance Art"": 1}"
Werner Graul,German,Male,1905,1984,1,"{""Architecture & Design"": 1}"
Lorraine O'Grady,American,Female,1934,-1,1,"{""Media and Performance Art"": 1}"
Frank Stewart,American,Male,1949,-1,2,"{""Photography"": 2}"
Riccardo Blumer,Swiss,Male,1959,-1,1,"{""Architecture & Design"": 1}"
Stephan Van Dam,American,Male,1959,-1,3,"{""Architecture & Design"": 3}"
Ondi Timoner,American,Female,1972,-1,2,"{""Film"": 2}"
Bruce Weber,American,Male,1946,-1,1,"{""Film"": 1}"
Mira Nair,Indian,Female,1957,-1,2,"{""Film"": 2}"
Amos Gitai,Israeli,Male,1950,-1,6,"{""Film"": 6}"
Olga Chernysheva,Russian,Female,1962,-1,1,"{""Film"": 1}"
Barbara Hammer,American,Female,1939,-1,4,"{""Film"": 4}"
Baz Luhrmann,Australian,Male,1962,-1,4,"{""Film"": 4}"
Terry deRoy Gruber,American,Male,1953,-1,1,"{""Film"": 1}"
Seung H-Sang,Korean,Male,1952,-1,4,"{""Architecture & Design"": 4}"
Young Joon Kim,Korean,Male,1960,-1,1,"{""Architecture & Design"": 1}"
Edward Krasiński,Polish,Male,1925,2004,10,"{""Painting & Sculpture"": 9, ""Media and Performance Art"": 1}"
György Konecsni,Hungarian,Male,1908,1970,1,"{""Architecture & Design"": 1}"
Majda Dobravec-Lajovic,Yugoslav,Female,1931,-1,2,"{""Architecture & Design"": 2}"
Kate Millett,American,Female,1934,-1,1,"{""Prints & Illustrated Books"": 1}"
Elohim (Ely) Raman,Canadian,Male,1930,2007,1,"{""Prints & Illustrated Books"": 1}"
Jacqueline Humphries,American,Female,1960,-1,1,"{""Painting & Sculpture"": 1}"
Juan Araujo,Venezuelan,Male,1971,-1,3,"{""Drawings"": 3}"
Martha Colburn,American,Female,1972,-1,1,"{""Media and Performance Art"": 1}"
Leonard Freed,American,Male,1929,2006,9,"{""Photography"": 9}"
Sophie Tottie,Swedish,Female,1964,-1,2,"{""Drawings"": 2}"
Holger Nielsen,Danish,Male,1917,1992,2,"{""Architecture & Design"": 2}"
Ranjani Shettar,Indian,Female,1977,-1,18,"{""Painting & Sculpture"": 1, ""Prints & Illustrated Books"": 17}"
Candice Breitz,South African,Female,1972,-1,1,"{""Media and Performance Art"": 1}"
Ragnar Kjartansson,Icelandic,Male,1976,-1,2,"{""Media and Performance Art"": 1, ""Prints & Illustrated Books"": 1}"
Ryan McNamara,American,Male,1979,-1,1,"{""Media and Performance Art"": 1}"
Mickalene Thomas,American,Female,1971,-1,1,"{""Media and Performance Art"": 1}"
Jan Tichy,Israeli,Male,1974,-1,1,"{""Media and Performance Art"": 1}"
Freddie Yauner,British,Male,1982,-1,1,"{""Architecture & Design"": 1}"
Mai-Thu Perret,Swiss,Female,1976,-1,7,"{""Prints & Illustrated Books"": 7}"
Julia Wachtel,American,Female,1956,-1,10,"{""Prints & Illustrated Books"": 10}"
Hân Pham,Danish,Female,1971,-1,1,"{""Architecture & Design"": 1}"
Raymond Jacobs,American,Male,1923,1993,1,"{""Photography"": 1}"
Teresita Fernandez,American,Female,1968,-1,1,"{""Drawings"": 1}"
Cyprien Gaillard,French,Male,1980,-1,16,"{""Photography"": 13, ""Media and Performance Art"": 2, ""Prints & Illustrated Books"": 1}"
Jean Tschumi,Swiss,Male,1904,1962,39,"{""Architecture & Design"": 39}"
Nye Ffarrabas (formerly Bici Forbes and Bici Forbes Hendricks),American,Female,1932,-1,6,"{""Prints & Illustrated Books"": 6}"
Jack Goldstein,Canadian,Male,1945,2003,5,"{""Media and Performance Art"": 1, ""Prints & Illustrated Books"": 3, ""Painting & Sculpture"": 1}"
Katharina Sieverding,German,Female,1944,-1,1,"{""Media and Performance Art"": 1}"
Elizaveta Ignatovich,Russian,Female,1903,1983,1,"{""Architecture & Design"": 1}"
Axel Schmid,German,Male,1971,-1,4,"{""Architecture & Design"": 4}"
Ingmar Bergman,Swedish,Male,1918,2007,3,"{""Film"": 3}"
Michael Almereyda,American,Male,1959,-1,6,"{""Film"": 6}"
Iwan Baan,Dutch,Male,1975,-1,4,"{""Architecture & Design"": 4}"
Goran Paskaljevic,Serbian,Male,1947,-1,2,"{""Film"": 2}"
Jim Capobianco,American,Male,1969,-1,1,"{""Film"": 1}"
Armando Iannucci,Scottish,Male,1963,-1,1,"{""Film"": 1}"
Jan Troell,Swedish,Male,1931,-1,1,"{""Film"": 1}"
Steven Soderbergh,American,Male,1963,-1,7,"{""Film"": 7}"
Matteo Garrone,Italian,Male,1968,-1,2,"{""Film"": 2}"
Peter Coffin,American,Male,1972,-1,1,"{""Painting & Sculpture"": 1}"
Arnaud Desplechin,French,Male,1960,-1,2,"{""Film"": 2}"
Richard McGuire,American,Male,1957,-1,1,"{""Architecture & Design"": 1}"
Ridley Scott,British,Male,1937,-1,6,"{""Film"": 6}"
Brad Bird,American,Male,1957,-1,1,"{""Film"": 1}"
Christopher Nolan,British,Male,1970,-1,3,"{""Film"": 3}"
David Fincher,American,Male,1962,-1,1,"{""Film"": 1}"
David Yates,British,Male,1963,-1,2,"{""Film"": 2}"
So Young Kim,Korean,Female,1968,-1,1,"{""Film"": 1}"
Noam Gonick,Canadian,Male,1973,-1,1,"{""Film"": 1}"
Robert Gardner,American,Male,1925,-1,1,"{""Film"": 1}"
Azazel Jacobs,American,Male,1972,-1,1,"{""Film"": 1}"
Ellen Kurras,American,Female,1959,-1,1,"{""Film"": 1}"
Mariah Robertson,American,Female,1975,-1,2,"{""Photography"": 2}"
Dmitrij Naumovich Babichenko,Russian,Male,1901,1991,1,"{""Architecture & Design"": 1}"
Edgar Arceneaux,American,Male,1972,-1,3,"{""Drawings"": 3}"
Sara Greenberger Rafferty,American,Female,1978,-1,4,"{""Photography"": 4}"
Chitra Ganesh,American,Female,1975,-1,12,"{""Prints & Illustrated Books"": 12}"
Chris Kabel,Dutch,Male,1975,-1,1,"{""Architecture & Design"": 1}"
Paul Cocksedge,British,Male,1978,-1,1,"{""Architecture & Design"": 1}"
Vincent Fecteau,American,Male,1969,-1,1,"{""Painting & Sculpture"": 1}"
Pietro Gigli,Italian,Male,1897,1987,1,"{""Drawings"": 1}"
Alfred Roller,Austrian,Male,1864,1935,3,"{""Architecture & Design"": 3}"
Bertalan Pór,Hungarian,Male,1880,1964,1,"{""Architecture & Design"": 1}"
Fritz Hellmut Ehmcke,German,Male,1878,1965,1,"{""Architecture & Design"": 1}"
Haegue Yang,Korean,Female,1971,-1,22,"{""Painting & Sculpture"": 1, ""Prints & Illustrated Books"": 20, ""Drawings"": 1}"
Qiu Anxiong,Chinese,Male,1972,-1,14,"{""Prints & Illustrated Books"": 13, ""Media and Performance Art"": 1}"
Pasqualino Cangiullo,Italian,Male,1900,1975,1,"{""Drawings"": 1}"
Helene Haasbauer-Wallrath,Swiss,Female,1885,1968,1,"{""Architecture & Design"": 1}"
Ernst Fischer,German,Male,1910,2006,1,"{""Architecture & Design"": 1}"
Charles Henri Ford,American,Male,1908,2002,14,"{""Prints & Illustrated Books"": 13, ""Film"": 1}"
Shahryar Nashat,Swiss,Male,1975,-1,1,"{""Prints & Illustrated Books"": 1}"
Ray Tomlinson,American,Male,1941,2016,1,"{""Architecture & Design"": 1}"
Nancy Azara,American,Female,1939,-1,1,"{""Prints & Illustrated Books"": 1}"
Betsy Damon,American,Female,1940,-1,1,"{""Prints & Illustrated Books"": 1}"
Lauren Ewing,American,Female,1946,-1,1,"{""Prints & Illustrated Books"": 1}"
Harmony Hammond,American,Female,1944,-1,1,"{""Prints & Illustrated Books"": 1}"
Diane Neumaier,American,Female,1946,-1,1,"{""Prints & Illustrated Books"": 1}"
Joan Semmel,American,Female,1932,-1,1,"{""Prints & Illustrated Books"": 1}"
Sylvia Sleigh,British,Female,1916,2010,1,"{""Prints & Illustrated Books"": 1}"
May Stevens,American,Female,1924,-1,1,"{""Prints & Illustrated Books"": 1}"
Athena Tacha,American,Female,1936,-1,1,"{""Prints & Illustrated Books"": 1}"
Martha Wilson,American,Female,1947,-1,2,"{""Prints & Illustrated Books"": 1, ""Photography"": 1}"
Frederic Lieberman,American,Male,1930,2013,2,"{""Prints & Illustrated Books"": 2}"
Alex Prager,American,Female,1979,-1,2,"{""Photography"": 2}"
Elad Lassry,Israeli,Male,1977,-1,10,"{""Photography"": 9, ""Media and Performance Art"": 1}"
Roe Ethridge,American,Male,1969,-1,32,"{""Photography"": 32}"
Juan Di Sandro,Argentine,Male,1898,1988,1,"{""Photography"": 1}"
Dmitri Baltermants,Russian,Male,1912,2000,1,"{""Photography"": 1}"
Ludwig Gosewitz,German,Male,1937,2007,0,{}
François Dufrêne,French,Male,1930,1982,0,{}
Laurence Bradshaw,British,Male,1899,1978,1,"{""Architecture & Design"": 1}"
Mary Adshead,British,Female,1904,1995,1,"{""Architecture & Design"": 1}"
Verney L. Danvers,British,Male,1895,1973,1,"{""Architecture & Design"": 1}"
George Landow,American,Male,1944,2011,1,"{""Prints & Illustrated Books"": 1}"
Jessica Jackson Hutchins,American,Female,1971,-1,1,"{""Prints & Illustrated Books"": 1}"
Herbert Tomlinson,British,Male,1902,-1,3,"{""Architecture & Design"": 3}"
Alexandre Singh,French,Male,1980,-1,1,"{""Drawings"": 1}"
Danh Vo,Danish,Male,1975,-1,4,"{""Painting & Sculpture"": 1, ""Drawings"": 2, ""Prints & Illustrated Books"": 1}"
James Fitton,British,Male,1899,1982,2,"{""Architecture & Design"": 2}"
F. Ernest Jackson,British,Male,1872,1945,1,"{""Architecture & Design"": 1}"
Jacob Gayer,American,Male,1884,1969,1,"{""Photography"": 1}"
Miriam Böhm,German,Female,1972,-1,2,"{""Photography"": 2}"
Jules Janssen,French,Male,1824,1907,31,"{""Photography"": 31}"
Yusuf Arakkal,Indian,Male,1945,-1,1,"{""Prints & Illustrated Books"": 1}"
Giselle Baillie,South African,Female,1971,-1,1,"{""Prints & Illustrated Books"": 1}"
Kim Berman,South African,Female,1960,-1,1,"{""Prints & Illustrated Books"": 1}"
Kanuge John Bosco,Ugandan,Male,1968,-1,1,"{""Prints & Illustrated Books"": 1}"
Bronwen Findlay,South African,Female,1953,-1,1,"{""Prints & Illustrated Books"": 1}"
Sister Sheila Flynn,British,Female,1952,-1,1,"{""Prints & Illustrated Books"": 1}"
Deryck Healy,South African,Male,1937,2004,1,"{""Prints & Illustrated Books"": 1}"
Trevor Makhoba,South African,Male,1956,2003,1,"{""Prints & Illustrated Books"": 1}"
Judith Mason,South African,Female,1938,-1,1,"{""Prints & Illustrated Books"": 1}"
Sipho Mdanda,South African,Male,1960,-1,1,"{""Prints & Illustrated Books"": 1}"
Martin Moratillo,Peruvian,Male,1968,-1,1,"{""Prints & Illustrated Books"": 1}"
Gabisile Nkosi,South African,Female,1974,2008,1,"{""Prints & Illustrated Books"": 1}"
Daniel Ohene-Adu,Ghanaian,Male,1952,-1,1,"{""Prints & Illustrated Books"": 1}"
Carmen Perrin,Peruvian,Female,1953,-1,1,"{""Prints & Illustrated Books"": 1}"
Sthembiso Sibisi,South African,Male,1976,2006,1,"{""Prints & Illustrated Books"": 1}"
Yusuf Vahed,South African,Male,1971,-1,1,"{""Prints & Illustrated Books"": 1}"
Judy Woodborne,South African,Female,1966,-1,1,"{""Prints & Illustrated Books"": 1}"
Nhlanhla Xaba,South African,Male,1960,-1,1,"{""Prints & Illustrated Books"": 1}"
Mduduzi Xakaza,South African,Male,1965,-1,1,"{""Prints & Illustrated Books"": 1}"
Cameron Platter,South African,Male,1978,-1,3,"{""Prints & Illustrated Books"": 3}"
Hans Leistikow,German,Male,1892,1962,2,"{""Architecture & Design"": 2}"
Laurence Humier,Belgian,Female,1976,-1,3,"{""Architecture & Design"": 3}"
Kudzanai Chiurai,Zimbabwean,Male,1981,-1,8,"{""Prints & Illustrated Books"": 8}"
Marco Cianfanelli,South African,Male,1970,-1,8,"{""Prints & Illustrated Books"": 8}"
Barthelemy Toguo,Cameroonian,Male,1967,-1,13,"{""Prints & Illustrated Books"": 13}"
Ernestine White,South African,Female,1976,-1,1,"{""Prints & Illustrated Books"": 1}"
Billy Apple,New Zealander,Male,1935,-1,0,{}
Davorin Savnik,Slovenian,Male,1929,-1,1,"{""Architecture & Design"": 1}"
Susan Hefuna,German,Female,1962,-1,1,"{""Drawings"": 1}"
Thomas Heatherwick,British,Male,1970,-1,1,"{""Architecture & Design"": 1}"
Gerd Arntz,German,Male,1900,1988,1,"{""Architecture & Design"": 1}"
Tobias Frere-Jones,American,Male,1970,-1,3,"{""Architecture & Design"": 3}"
Jonathan Hoefler,American,Male,1970,-1,1,"{""Architecture & Design"": 1}"
Susan Kare,American,Female,1954,-1,32,"{""Architecture & Design"": 32}"
P. Scott Makela,American,Male,1960,1999,1,"{""Architecture & Design"": 1}"
Jeffery Keedy,American,Male,1957,-1,1,"{""Architecture & Design"": 1}"
Barry Deck,American,Male,1962,-1,1,"{""Architecture & Design"": 1}"
Albert-Jan Pool,Dutch,Male,1960,-1,1,"{""Architecture & Design"": 1}"
Erik Spiekermann,German,Male,1947,-1,1,"{""Architecture & Design"": 1}"
Neville Brody,British,Male,1957,-1,1,"{""Architecture & Design"": 1}"
Inge Morath,Austrian,Female,1923,2002,1,"{""Photography"": 1}"
Tunga,Brazilian,Male,1952,-1,2,"{""Painting & Sculpture"": 1, ""Media and Performance Art"": 1}"
De Wain Valentine,American,Male,1936,-1,1,"{""Painting & Sculpture"": 1}"
F. Holland Day,American,Male,1864,1933,2,"{""Photography"": 2}"
Joseph Turner Keiley,American,Male,1869,1914,2,"{""Photography"": 2}"
James Wells Champney,American,Male,1843,1903,1,"{""Photography"": 1}"
Charles I. Berg,American,Male,1856,1926,3,"{""Photography"": 3}"
Todd Haynes,American,Male,1961,-1,2,"{""Film"": 2}"
Mathilde Weil,American,Female,1872,1918,1,"{""Photography"": 1}"
Adolf Boehm,Austrian,Male,1861,1927,1,"{""Architecture & Design"": 1}"
Rita Ackermann,Hungarian,Female,1968,-1,1,"{""Prints & Illustrated Books"": 1}"
Mateo López,Colombian,Male,1978,-1,127,"{""Drawings"": 127}"
Carmela Gross,Brazilian,Female,1946,-1,8,"{""Prints & Illustrated Books"": 8}"
Paula Hayes,American,Female,1958,-1,1,"{""Painting & Sculpture"": 1}"
Pierre Chareau,French,Male,1883,1950,1,"{""Architecture & Design"": 1}"
Dani Leventhal,American,Female,1972,-1,4,"{""Drawings"": 3, ""Media and Performance Art"": 1}"
Arthur Bedou,American,Male,1882,1966,1,"{""Photography"": 1}"
Annette Kelm,German,Female,1975,-1,2,"{""Prints & Illustrated Books"": 1, ""Photography"": 1}"
Hank Willis Thomas,American,Male,1976,-1,8,"{""Photography"": 8}"
Dita Moser,Austrian,Female,1883,1968,1,"{""Architecture & Design"": 1}"
Brian Eno,British,Male,1948,-1,5,"{""Prints & Illustrated Books"": 5}"
Sameer Makarius,Argentine,Male,1924,2009,8,"{""Photography"": 7, ""Media and Performance Art"": 1}"
Daniel Joseph Martinez,American,Male,1957,-1,24,"{""Prints & Illustrated Books"": 24}"
Friedrich Froebel,German,Male,1782,1852,2,"{""Architecture & Design"": 2}"
Magda Mautner von Markhof,Austrian,Female,1881,1944,1,"{""Architecture & Design"": 1}"
Deana Lawson,American,Female,1979,-1,2,"{""Photography"": 2}"
Ilene Segalove,American,Female,1950,-1,1,"{""Photography"": 1}"
Revital Cohen,Israeli,Female,1981,-1,1,"{""Architecture & Design"": 1}"
Adam Pendleton,American,Male,1984,-1,2,"{""Painting & Sculpture"": 1, ""Media and Performance Art"": 1}"
Kerstin Brätsch,German,Female,1979,-1,6,"{""Painting & Sculpture"": 3, ""Media and Performance Art"": 1, ""Drawings"": 2}"
Andrea Geyer,German,Female,1971,-1,2,"{""Media and Performance Art"": 2}"
Sharon Hayes,American,Female,1970,-1,4,"{""Media and Performance Art"": 4}"
Emiliano Godoy,Mexican,Male,1974,-1,1,"{""Architecture & Design"": 1}"
Marek Piasecki,Polish,Male,1935,2011,8,"{""Photography"": 8}"
Cengiz Çekil,Turkish,Male,1945,2015,1,"{""Drawings"": 1}"
Saburo Murakami,Japanese,Male,1925,1996,2,"{""Drawings"": 1, ""Painting & Sculpture"": 1}"
Jacqueline Groag,British,Female,1903,1986,1,"{""Architecture & Design"": 1}"
Max Penson,Russian,Male,1893,1959,1,"{""Photography"": 1}"
Kacie Kinzer,American,Female,1983,-1,1,"{""Architecture & Design"": 1}"
Peter Opsvik,Norwegian,Male,1939,-1,1,"{""Architecture & Design"": 1}"
Ayah Bdeir,Lebanese,Female,1982,-1,1,"{""Architecture & Design"": 1}"
Nicholas Felton,American,Male,1977,-1,15,"{""Architecture & Design"": 15}"
Soner Ozenc,Turkish,Male,1980,-1,1,"{""Architecture & Design"": 1}"
Munio Gitai Weinraub,Israeli,Male,1909,1970,18,"{""Architecture & Design"": 18}"
Manon de Boer,Dutch,Female,1966,-1,2,"{""Media and Performance Art"": 2}"
Ion Grigorescu,Romanian,Male,1945,-1,5,"{""Media and Performance Art"": 4, ""Photography"": 1}"
Maarten Baas,Dutch,Male,1978,-1,2,"{""Architecture & Design"": 2}"
Heinrich Richter-Berlin,German,Male,1884,1981,4,"{""Prints & Illustrated Books"": 4}"
Charles Harry Jones,British,Male,1866,1959,1,"{""Photography"": 1}"
Oscar Bony,Argentine,Male,1941,2002,2,"{""Media and Performance Art"": 1, ""Photography"": 1}"
Ron Gilad,Israeli,Male,1972,-1,1,"{""Architecture & Design"": 1}"
James Cameron,Canadian,Male,1954,-1,2,"{""Film"": 2}"
Armando Andrade Tudela,Peruvian,Male,1975,-1,1,"{""Media and Performance Art"": 1}"
Kerry Tribe,American,Female,1973,-1,5,"{""Media and Performance Art"": 5}"
Will Wright,American,Male,1960,-1,2,"{""Architecture & Design"": 2}"
Lidy Prati,Argentine,Female,1921,2008,2,"{""Painting & Sculpture"": 1, ""Drawings"": 1}"
Jacques Charlier,Belgian,Male,1939,-1,16,"{""Prints & Illustrated Books"": 12, ""Drawings"": 2, ""Painting & Sculpture"": 1, ""Photography"": 1}"
Gary Bigot,French,Male,1948,-1,1,"{""Drawings"": 1}"
Marcel Mariën,Belgian,Male,1920,1993,7,"{""Prints & Illustrated Books"": 2, ""Painting & Sculpture"": 2, ""Drawings"": 3}"
Didier Vermeiren,Belgian,male,1951,-1,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Anne Collier,American,Female,1970,-1,2,"{""Photography"": 2}"
Peter Saville,British,Male,1955,-1,1,"{""Architecture & Design"": 1}"
Michael Buthe,German,Male,1944,1994,1,"{""Drawings"": 1}"
Lynn Hershman Leeson,American,Female,1941,-1,37,"{""Photography"": 27, ""Media and Performance Art"": 6, ""Film"": 4}"
Giancarlo Mazzanti,Colombian,Male,1963,-1,3,"{""Architecture & Design"": 3}"
Andrzej Budek,Polish,Male,1959,-1,1,"{""Architecture & Design"": 1}"
Moyra Davey,Canadian,Female,1958,-1,1,"{""Photography"": 1}"
George Georgiou,British,Male,1961,-1,2,"{""Photography"": 2}"
Marguerite Humeau,French,Female,1986,-1,1,"{""Architecture & Design"": 1}"
Doug Rickard,American,Male,1968,-1,3,"{""Photography"": 3}"
Viviane Sassen,Dutch,Female,1972,-1,1,"{""Photography"": 1}"
Phil Collins,British,Male,1970,-1,1,"{""Photography"": 1}"
Miloslav Prokop,Czech,Male,1896,1954,1,"{""Architecture & Design"": 1}"
Stephen Vitiello,American,Male,1964,-1,3,"{""Media and Performance Art"": 3}"
Henry Patrick Raleigh,American,Male,1880,1945,4,"{""Architecture & Design"": 4}"
Luigi Ghirri,Italian,Male,1943,1992,80,"{""Photography"": 80}"
Robert Rotifer,Austrian,Male,1969,-1,1,"{""Media and Performance Art"": 1}"
Walter Käch,Swiss,Male,1901,1970,1,"{""Architecture & Design"": 1}"
Ray Yoshida,American,Male,1930,2009,4,"{""Drawings"": 4}"
Ei Arakawa,Japanese,Male,1977,-1,1,"{""Media and Performance Art"": 1}"
Tauba Auerbach,American,Female,1981,-1,29,"{""Drawings"": 1, ""Prints & Illustrated Books"": 26, ""Painting & Sculpture"": 2}"
Nora Schultz,German,Female,1975,-1,1,"{""Media and Performance Art"": 1}"
Henri Chopin,French,Male,1922,2008,1,"{""Prints & Illustrated Books"": 1}"
Zenon Januszewski,Polish,Male,1929,1983,1,"{""Architecture & Design"": 1}"
Filippo Romoli,Italian,Male,1901,1969,1,"{""Architecture & Design"": 1}"
Theo Doro (Théodore Pfeifer),French,Male,1896,1973,1,"{""Architecture & Design"": 1}"
Sanford Biggers,American,Male,1970,-1,1,"{""Prints & Illustrated Books"": 1}"
Jean Heiberg,Norwegian,Male,1884,1976,1,"{""Architecture & Design"": 1}"
Werner John,Swiss,Male,1941,-1,1,"{""Architecture & Design"": 1}"
Damián Ortega,Mexican,Male,1967,-1,2,"{""Drawings"": 1, ""Prints & Illustrated Books"": 1}"
Bill Rauhauser,American,Male,1918,-1,2,"{""Photography"": 2}"
Douglas Davis,American,Male,1933,-1,0,{}
Rainer (Imi) Giese,German,Male,1942,1974,3,"{""Prints & Illustrated Books"": 3}"
Bernd Lohaus,German,Male,1940,2010,1,"{""Prints & Illustrated Books"": 1}"
Val Telberg,American,Male,1910,1995,1,"{""Photography"": 1}"
Alec Soth,American,Male,1969,-1,1,"{""Photography"": 1}"
Pieter Hugo,South African,Male,1976,-1,1,"{""Photography"": 1}"
David Chipperfield,British,Male,1953,-1,1,"{""Architecture & Design"": 1}"
Boris Orlov,Russian,Male,1941,-1,1,"{""Painting & Sculpture"": 1}"
Ryan Gander,British,Male,1976,-1,1,"{""Prints & Illustrated Books"": 1}"
Senga Nengudi,American,Female,1943,-1,6,"{""Painting & Sculpture"": 2, ""Media and Performance Art"": 4}"
Joe Bradley,American,Male,1975,-1,16,"{""Painting & Sculpture"": 3, ""Prints & Illustrated Books"": 8, ""Drawings"": 5}"
Quay Brothers,American,Male,1947,-1,26,"{""Film"": 26}"
Sturtevant,American,Female,1924,2014,2,"{""Prints & Illustrated Books"": 1, ""Media and Performance Art"": 1}"
Mariana Castillo Deball,Mexican,Female,1975,-1,1,"{""Prints & Illustrated Books"": 1}"
Stephen Kaltenbach,American,Male,1940,-1,2,"{""Prints & Illustrated Books"": 2}"
Mathias Poledna,Austrian,Male,1965,-1,2,"{""Media and Performance Art"": 2}"
Charles Gaines,American,Male,1944,-1,9,"{""Drawings"": 3, ""Media and Performance Art"": 6}"
Hajra Waheed,Canadian,Female,1980,-1,2,"{""Drawings"": 2}"
Norbert Schwontkowski,German,Male,1949,-1,1,"{""Prints & Illustrated Books"": 1}"
Thomas Huber,Swiss,Male,1955,-1,1,"{""Prints & Illustrated Books"": 1}"
Peter Piller,German,Male,1968,-1,1,"{""Prints & Illustrated Books"": 1}"
Pedro Almodóvar,Spanish,Male,1949,-1,18,"{""Film"": 18}"
Frantisek Drtikol,Czech,Male,1883,1961,1,"{""Photography"": 1}"
Tomislav Gotovac,Croatian,Male,1937,2010,4,"{""Photography"": 1, ""Media and Performance Art"": 3}"
